Name,Type,Forward_FLOPs,FPercent,Memory,MPercent,Params,PPercent,InShape,OutShape
/model.3/act/Sigmoid,Sigmoid,209715200,0.13%,26214400,0.90%,0,0.00%,1x128x160x160,1x128x160x160
/model.3/act/Mul,Mul,6553600,0.00%,26214400,0.90%,0,0.00%,1x128x160x160,1x128x160x160
/model.4/model.4.0/cv1/conv/Conv,Conv,422707200,0.26%,13140224,0.45%,8256,0.01%,1x128x160x160,1x64x160x160
/model.4/model.4.0/cv1/act/Sigmoid,Sigmoid,104857600,0.06%,13107200,0.45%,0,0.00%,1x64x160x160,1x64x160x160
/model.4/model.4.0/cv1/act/Mul,Mul,3276800,0.00%,13107200,0.45%,0,0.00%,1x64x160x160,1x64x160x160
/model.4/model.4.0/cv2/conv/Conv,Conv,3781427200,2.32%,26509824,0.91%,73856,0.12%,1x64x160x160,1x128x160x160
/model.4/model.4.0/cv2/act/Sigmoid,Sigmoid,209715200,0.13%,26214400,0.90%,0,0.00%,1x128x160x160,1x128x160x160
/model.4/model.4.0/cv2/act/Mul,Mul,6553600,0.00%,26214400,0.90%,0,0.00%,1x128x160x160,1x128x160x160
/model.4/model.4.0/Add,Add,6553600,0.00%,26214400,0.90%,0,0.00%,1x128x160x160,1x128x160x160
/model.4/model.4.1/cv1/conv/Conv,Conv,422707200,0.26%,13140224,0.45%,8256,0.01%,1x128x160x160,1x64x160x160
/model.4/model.4.1/cv1/act/Sigmoid,Sigmoid,104857600,0.06%,13107200,0.45%,0,0.00%,1x64x160x160,1x64x160x160
/model.4/model.4.1/cv1/act/Mul,Mul,3276800,0.00%,13107200,0.45%,0,0.00%,1x64x160x160,1x64x160x160
/model.4/model.4.1/cv2/conv/Conv,Conv,3781427200,2.32%,26509824,0.91%,73856,0.12%,1x64x160x160,1x128x160x160
/model.4/model.4.1/cv2/act/Sigmoid,Sigmoid,209715200,0.13%,26214400,0.90%,0,0.00%,1x128x160x160,1x128x160x160
/model.4/model.4.1/cv2/act/Mul,Mul,6553600,0.00%,26214400,0.90%,0,0.00%,1x128x160x160,1x128x160x160
/model.4/model.4.1/Add,Add,6553600,0.00%,26214400,0.90%,0,0.00%,1x128x160x160,1x128x160x160
/model.5/conv/Conv,Conv,3778150400,2.31%,14287872,0.49%,295168,0.47%,1x128x160x160,1x256x80x80
/model.5/act/Sigmoid,Sigmoid,104857600,0.06%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.5/act/Mul,Mul,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.0/cv1/conv/Conv,Conv,421068800,0.26%,6685184,0.23%,32896,0.05%,1x256x80x80,1x128x80x80
/model.6/model.6.0/cv1/act/Sigmoid,Sigmoid,52428800,0.03%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.0/cv1/act/Mul,Mul,1638400,0.00%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.0/cv2/conv/Conv,Conv,3778150400,2.31%,14287872,0.49%,295168,0.47%,1x128x80x80,1x256x80x80
/model.6/model.6.0/cv2/act/Sigmoid,Sigmoid,104857600,0.06%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.0/cv2/act/Mul,Mul,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.0/Add,Add,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.1/cv1/conv/Conv,Conv,421068800,0.26%,6685184,0.23%,32896,0.05%,1x256x80x80,1x128x80x80
/model.6/model.6.1/cv1/act/Sigmoid,Sigmoid,52428800,0.03%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.1/cv1/act/Mul,Mul,1638400,0.00%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.1/cv2/conv/Conv,Conv,3778150400,2.31%,14287872,0.49%,295168,0.47%,1x128x80x80,1x256x80x80
/model.6/model.6.1/cv2/act/Sigmoid,Sigmoid,104857600,0.06%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.1/cv2/act/Mul,Mul,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.1/Add,Add,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.2/cv1/conv/Conv,Conv,421068800,0.26%,6685184,0.23%,32896,0.05%,1x256x80x80,1x128x80x80
/model.6/model.6.2/cv1/act/Sigmoid,Sigmoid,52428800,0.03%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.2/cv1/act/Mul,Mul,1638400,0.00%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.2/cv2/conv/Conv,Conv,3778150400,2.31%,14287872,0.49%,295168,0.47%,1x128x80x80,1x256x80x80
/model.6/model.6.2/cv2/act/Sigmoid,Sigmoid,104857600,0.06%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.2/cv2/act/Mul,Mul,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.2/Add,Add,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.3/cv1/conv/Conv,Conv,421068800,0.26%,6685184,0.23%,32896,0.05%,1x256x80x80,1x128x80x80
/model.6/model.6.3/cv1/act/Sigmoid,Sigmoid,52428800,0.03%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.3/cv1/act/Mul,Mul,1638400,0.00%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.3/cv2/conv/Conv,Conv,3778150400,2.31%,14287872,0.49%,295168,0.47%,1x128x80x80,1x256x80x80
/model.6/model.6.3/cv2/act/Sigmoid,Sigmoid,104857600,0.06%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.3/cv2/act/Mul,Mul,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.3/Add,Add,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.4/cv1/conv/Conv,Conv,421068800,0.26%,6685184,0.23%,32896,0.05%,1x256x80x80,1x128x80x80
/model.6/model.6.4/cv1/act/Sigmoid,Sigmoid,52428800,0.03%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.4/cv1/act/Mul,Mul,1638400,0.00%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.4/cv2/conv/Conv,Conv,3778150400,2.31%,14287872,0.49%,295168,0.47%,1x128x80x80,1x256x80x80
/model.6/model.6.4/cv2/act/Sigmoid,Sigmoid,104857600,0.06%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.4/cv2/act/Mul,Mul,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.4/Add,Add,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.5/cv1/conv/Conv,Conv,421068800,0.26%,6685184,0.23%,32896,0.05%,1x256x80x80,1x128x80x80
/model.6/model.6.5/cv1/act/Sigmoid,Sigmoid,52428800,0.03%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.5/cv1/act/Mul,Mul,1638400,0.00%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.5/cv2/conv/Conv,Conv,3778150400,2.31%,14287872,0.49%,295168,0.47%,1x128x80x80,1x256x80x80
/model.6/model.6.5/cv2/act/Sigmoid,Sigmoid,104857600,0.06%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.5/cv2/act/Mul,Mul,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.5/Add,Add,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.6/cv1/conv/Conv,Conv,421068800,0.26%,6685184,0.23%,32896,0.05%,1x256x80x80,1x128x80x80
/model.6/model.6.6/cv1/act/Sigmoid,Sigmoid,52428800,0.03%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.6/cv1/act/Mul,Mul,1638400,0.00%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.6/cv2/conv/Conv,Conv,3778150400,2.31%,14287872,0.49%,295168,0.47%,1x128x80x80,1x256x80x80
/model.6/model.6.6/cv2/act/Sigmoid,Sigmoid,104857600,0.06%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.6/cv2/act/Mul,Mul,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.6/Add,Add,3276800,0.00%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
/model.6/model.6.7/cv1/conv/Conv,Conv,421068800,0.26%,6685184,0.23%,32896,0.05%,1x256x80x80,1x128x80x80
/model.6/model.6.7/cv1/act/Sigmoid,Sigmoid,52428800,0.03%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.7/cv1/act/Mul,Mul,1638400,0.00%,6553600,0.23%,0,0.00%,1x128x80x80,1x128x80x80
/model.6/model.6.7/cv2/conv/Conv,Conv,3778150400,2.31%,14287872,0.49%,295168,0.47%,1x128x80x80,1x256x80x80
/model.6/model.6.7/cv2/act/Sigmoid,Sigmoid,104857600,0.06%,13107200,0.45%,0,0.00%,1x256x80x80,1x256x80x80
